"RB";"PB";"CR";"AW";"Rh";"AC"
0,249222742894293;12,4611371447147;0,62;0,610738614966388;;
0,295534941205803;14,7767470602902;0,54;0,665316010935576;1,51880145993128;-0,5
0,289318993196699;14,465949659835;0,4;0,550233659992337;1,15804518632282;-0,659562994762522
0,284019812152765;14,2009906076383;0,6;0,645107189803431;1,14054329860446;-0,732883596230658
0,294589303398307;14,7294651699154;0,58;0,611891850642173;1,1083131447576;-0,683805741939535
0,292067643270697;14,6033821635348;0,48;0,580258363616604;1,08133824352897;-0,671383390186428
0,300334578106318;15,0167289053159;0,48;0,623067174813419;1,05285234384786;-0,586981044402164
0,300827454147726;15,0413727073863;0,46;0,581339123434558;1,0625749948676;-0,525382820568417
0,302678862325084;15,1339431162542;0,4;0,563758042614454;1,04995739943371;-0,54503548273863
0,28218014416904;14,109007208452;0,6;0,623213923570547;1,03705217934493;-0,439359897283575
0,292265524895806;14,6132762447903;0,5;0,606397385268044;1,03441236320746;-0,466681263038862
0,292137485129331;14,6068742564665;0,6;0,636350635155459;1,03069068007687;-0,310358711746428
0,283519585902621;14,175979295131;0,58;0,625285686670801;1,02913063501086;-0,265105778507111
0,294729909152585;14,7364954576292;0,62;0,619050335832412;1,04083592319562;-0,35919383293714
0,297824216195608;14,8912108097804;0,48;0,594066235917378;1,02966247606557;-0,255090849895078
0,297029179877954;14,8514589938977;0,42;0,595785572172234;1,02779701880165;-0,289428976469655
0,29052291800137;14,5261459000685;0,44;0,581935549069668;1,02349658627947;-0,195506674344679
0,288989634890151;14,4494817445076;0,6;0,631468648594829;1,02811534334246;-0,206159516223648
0,300496760380748;15,0248380190374;0,46;0,613305975959173;1,0222051693397;-0,140583620143414
0,299404078228693;14,9702039114347;0,54;0,640115768889312;1,02144816741092;-0,260798004248258
