"It.";"bias";"CIW";"cov";"R_mean";"R_var";"AC_mean";"AC_var"
1;-0,137208232534198;0,953937752576035;0,932;;;;
2;-0,00646993022792114;0,931909684910753;0,953;1,65022885288579;1,63152186979817;-0,5;-0,5
3;0,00182811829038502;0,928558319155116;0,944;1,3139220915541;1,3055971952683;-0,659910676940032;-0,659053080063934
4;0,00293842943433873;0,932789146195153;0,957;1,46063756776638;1,45674134362285;-0,73343898850449;-0,735041177352013
5;0,00368925824236505;0,934685702374427;0,954;1,47536669903454;1,47221178547319;-0,704759003246259;-0,70605316044852
6;0,00106811579829351;0,93361235673115;0,956;1,25826573992065;1,25647930277471;-0,655889159038064;-0,645654603306505
7;0,00153299237199429;0,929726562855757;0,948;1,26506409423868;1,26942074929705;-0,591226239199537;-0,585336687169699
8;0,00414680366930446;0,930162696444071;0,954;1,18141113554572;1,17842009700153;-0,495300500244579;-0,515950609650335
9;0,00289301289037905;0,93056493257771;0,956;1,18691003645703;1,18673237455875;-0,441956542836139;-0,459115594733521
10;0,00268635593000585;0,951504606361512;0,943;1,14123716201382;1,14021877149186;-0,4025284830582;-0,423423389783143
11;0,0049518074972266;0,937317802111431;0,967;1,14392130182367;1,14385615756999;-0,363259865732711;-0,370794671120534
12;-0,00261328452169004;0,924273702660087;0,949;1,11467442261153;1,11482544272328;-0,334106155566846;-0,355876143186786
13;-0,00130907716114186;0,950595213539732;0,966;1,11787776957561;1,11845366245504;-0,30955600747056;-0,325613843931776
14;0,000716912147908486;0,923964868672697;0,958;1,09772805241915;1,09757514260265;-0,295279338214997;-0,318127155097597
15;0,0016310604193909;0,942084316927204;0,965;1,09965807513557;1,10010121133761;-0,275839469444023;-0,289199140156024
16;0,00351632179269173;0,932664437621939;0,951;1,08451914049916;1,08402655713957;-0,249876866794987;-0,264029642282492
17;0,00793333797251243;0,929460424905583;0,95;1,08664757432695;1,08490131341311;-0,210981882133914;-0,25286039547679
18;-0,00109418237360207;0,927339579878165;0,959;1,07496740029191;1,07353966864103;-0,19947863097301;-0,239687033705532
19;0,00353926062643581;0,920725728282447;0,934;1,07610801272299;1,07556649265939;-0,185033659126321;-0,230562376400185
20;0,00606965671850091;0,907610880669654;0,946;1,0667439808954;1,06690740326642;-0,179975216782457;-0,209807802659461
21;0,00359795504124103;0,944466747348084;0,95;1,06784377920701;1,06809117306541;-0,176053203905337;-0,18850887257491
22;0,00445899122499779;0,918443362489886;0,956;1,06032998194347;1,06080727812091;-0,165615251123966;-0,186359600991924
23;1,47781948924955e-05;0,957677122649953;0,96;1,06133103143747;1,06271913023503;-0,157187024140006;-0,181138080635828
24;0,00317065504059242;0,924898009861486;0,964;1,05602868681334;1,05571598245911;-0,147501212543382;-0,167970555162018
25;0,00478067081066062;0,934147662577336;0,955;1,05686144025347;1,05676081112835;-0,143241415607914;-0,158995506465569
26;0,00796251719183013;0,92131898097274;0,937;1,0514363566816;1,05148612731356;-0,133710438315019;-0,145221801134863
27;0,00484755112959208;0,933928081362088;0,957;1,05235364071039;1,05211485017768;-0,120389713395955;-0,135450633207641
28;0,00734247034385595;0,919176383135094;0,953;1,04774819229643;1,04760621139881;-0,108552180945661;-0,132983343314918
