"Bias";"Emp.SE";"CI.width";"Cov.rate";"R.hat";"R.var";"Autocorr";"AC.var"
-0,279042671878566;0,0716145299438262;0,90516057789583;0,851;;;;
-0,171162703035005;0,0697932074675274;0,924118504839007;0,947;1,66531863399377;1,63497080946246;-0,5;-0,5
-0,161589660690214;0,067687890134329;0,900565879235817;0,954;1,3219752859398;1,3057332794851;-0,659925336517518;-0,659984624321252
-0,157508156702638;0,0717556253341501;0,898554738012417;0,961;1,45919031374517;1,44864910881958;-0,737509847430121;-0,736607983842496
-0,16232766904832;0,0713536371537796;0,907203412457395;0,951;1,46909885549447;1,47057032093183;-0,705929096092572;-0,705960846783609
-0,160298358658778;0,0718640435194892;0,910037672600566;0,962;1,25196196545203;1,25631991939407;-0,651678178114802;-0,658334851147504
-0,16015025717174;0,072339632874419;0,921268914136212;0,967;1,26467780983085;1,25867877592365;-0,572218946187578;-0,581793122235936
-0,157755811302333;0,0694219280434781;0,914308745859547;0,963;1,18077574828528;1,17841756662743;-0,495786844298823;-0,509893069516027
-0,162119248113467;0,0715467463535408;0,923379758759785;0,963;1,18800534358688;1,18190251056173;-0,433670398580349;-0,472418632502424
-0,161276323620921;0,071958237637702;0,910972699931533;0,968;1,13878266262151;1,13775041179608;-0,39614438688744;-0,45166527562325
-0,162484937410942;0,0701799006466098;0,896569591655759;0,958;1,1436830483519;1,1431681307697;-0,373394330562351;-0,411778100030666
-0,158602310647303;0,0730744622860613;0,914899530572322;0,962;1,1139027596912;1,11367418935344;-0,33662619354198;-0,382221686841271
-0,163589538623076;0,0731873556814614;0,903559678684905;0,958;1,11627620105291;1,11767867523708;-0,321896110842979;-0,340375432514761
-0,160588850982822;0,0697531593892342;0,912588542630101;0,974;1,09603716780278;1,09770159051966;-0,278257549952345;-0,315666373361954
-0,161337146594444;0,0727714731245451;0,923082136992801;0,96;1,09733988072114;1,10051541135809;-0,272647910255268;-0,300613878366283
-0,162591058991118;0,0728491512855218;0,900477698681856;0,968;1,08278267656525;1,08467736239672;-0,249223965479973;-0,268377318427877
-0,162314010310031;0,0702949370917177;0,905241739835107;0,966;1,08462452881477;1,08628308135036;-0,234863501755052;-0,260176905267683
-0,165143566335096;0,0728139744042616;0,90743561741277;0,96;1,07357910918891;1,0734047747254;-0,201482068895459;-0,24621268296781
-0,158416515983102;0,0719564376304378;0,897898889499627;0,955;1,07558467371292;1,07502840353826;-0,200341138796596;-0,230539686866479
-0,158338976136994;0,0697284616342373;0,916254784936076;0,971;1,06650514102735;1,0661781481722;-0,187285127163708;-0,211721909319902
-0,162215729600782;0,0721695234020387;0,918140448030516;0,957;1,06753232006739;1,06738949635414;-0,175722720898633;-0,191152682572223
-0,165054599483822;0,0701693827547683;0,904698328719576;0,966;1,06035079548937;1,06001341467232;-0,166430091730919;-0,195667263462135
-0,157689532280999;0,0732622164426384;0,89799023841977;0,97;1,0612804200292;1,060771643882;-0,151033124242374;-0,190515015003304
-0,160109560423118;0,06945954990131;0,908216611065494;0,97;1,05527374484444;1,0547528143149;-0,143348175482384;-0,17345652682202
-0,159235133198124;0,0709831841380726;0,884839487302274;0,961;1,05615755422908;1,05542221746422;-0,121811603046023;-0,165513796758051
-0,160389128211994;0,0715777232268409;0,893891442155103;0,965;1,05125143911621;1,05068422966171;-0,119785113129346;-0,168914229818839
-0,163039260330652;0,0707689347907599;0,933960493853946;0,975;1,05101824828012;1,05158779935086;-0,116975322803014;-0,153791865063138
-0,162673209101945;0,070620155157972;0,919995153633188;0,967;1,04642272136076;1,04774054988748;-0,115316771439864;-0,14892558460736
-0,161589115881874;0,0686967020931615;0,906877629291128;0,959;1,0474439855995;1,04859506693132;-0,0903734986835319;-0,143748918450322
-0,156188784557197;0,071588602228808;0,917708023765911;0,96;1,04368215587556;1,04468096969241;-0,0901632512222523;-0,147141969165292
-0,15631870800871;0,0692564626535445;0,895369173994606;0,966;1,0445452278867;1,04520704282578;-0,0913854976391986;-0,12926061996299
-0,165795312494102;0,070334159492224;0,892274942141293;0,946;1,04135720190709;1,0418179287968;-0,0936162950983695;-0,124357145683928
