"Bias";"Emp.SE";"CI.width";"Cov.rate";"R.hat";"R.var";"Autocorr";"AC.var"
-0,171127673446022;0,0799462406143106;0,937387244009119;0,94;;;;
-0,0549801601899624;0,0788859950395782;0,95935847240997;1;1,65940382575387;1,6433261648669;-0,5;-0,5
-0,0328457348956692;0,0658736782480796;0,968286112133086;1;1,30333912939343;1,30201598695193;-0,657898643038733;-0,66086268343405
-0,0466872356087873;0,076216123031574;0,969667209865001;1;1,49690191722957;1,46517051748549;-0,736008645054807;-0,733133827757466
-0,0643658812249557;0,0782314514333149;0,94592215282302;1;1,5317028577077;1,48531968258828;-0,687925100656752;-0,708318877537274
-0,0418321044763217;0,0777418473388535;0,917581382655823;1;1,25737088032675;1,25207193356042;-0,645966980712854;-0,596333429706922
-0,0498598427246466;0,0642158083192351;0,9939023047291;1;1,26572287441223;1,26200183303877;-0,607775130024042;-0,524137947006614
-0,0402464474874449;0,0740765152006647;0,91161751130857;1;1,18644720203084;1,18981657368583;-0,502387243912785;-0,485625990375819
-0,0587081847976636;0,0687642289631192;0,87456477486521;1;1,20283468339333;1,1917949007468;-0,510437900892908;-0,413428733279587
-0,0465838734089907;0,0759148104876397;0,954837967821216;1;1,14577016899054;1,14491342627866;-0,491367970968136;-0,359296121132307
-0,03362183440399;0,0668142568335541;0,871867347522087;1;1,15110918448237;1,1403916700525;-0,437287066124085;-0,391737000409245
-0,0380615861266234;0,0717780332330661;0,959933020184977;0,99;1,1229069180024;1,11574263916139;-0,374754971449274;-0,311952436375996
-0,0325535334802489;0,0732502287129981;0,98287517947569;1;1,12458089622983;1,11574951802231;-0,41782828429854;-0,268179091125347
-0,0432635441278717;0,0701405185300706;1,03424107912577;1;1,0953268236654;1,0958232735971;-0,343245777576576;-0,251209389019742
-0,0348007173900402;0,0713018947989181;0,929496719343217;1;1,09468151111775;1,09978386558069;-0,293935061875633;-0,222469094802413
-0,0445852168502403;0,0606401449460232;1,00098301446715;1;1,08039633136479;1,0854144238948;-0,222339629581297;-0,235600854649967
-0,0515119738431975;0,076760790338487;0,912042438890227;1;1,08276429601678;1,08461176751226;-0,189697676988566;-0,261731538177106
-0,0444197328925786;0,0677754779343277;0,957138825016564;1;1,07337458008127;1,07379277042995;-0,19388113132368;-0,206348158929569
-0,0422105893977585;0,0751383754096163;0,947733786487134;0,99;1,07669016193433;1,07501139341522;-0,133243240033467;-0,228057328632597
-0,0481799992384486;0,0757873733370669;0,942073358668549;1;1,06700158242169;1,06664420941495;-0,10994771086586;-0,214536213772248
-0,0590338851630565;0,0748996385910518;0,936000158851097;0,99;1,06722356470489;1,06828622711063;-0,0724134367780778;-0,193866289388396
-0,0352881075602127;0,0700258375708399;0,911344681514183;0,99;1,06091447466227;1,05994304346326;-0,135083932146115;-0,177722754562266
-0,0450568787423742;0,0675229571121282;0,967296479730107;1;1,06077516779857;1,06043026002621;-0,102609395264281;-0,170918312650429
