"RB";"PB";"CR";"AW";"Rh";"AC"
0,247815068657443;12,3907534328721;0,69;0,608722937597997;;
0,292522624034789;14,6261312017394;0,52;0,610913557163755;1,51747424365448;-0,5
0,300652222039372;15,0326111019686;0,47;0,610449242325384;1,19253364008332;-0,659149747778333
0,292836829767992;14,6418414883996;0,5;0,599804991893013;1,14594769365986;-0,728450523810423
0,294444207489117;14,7222103744558;0,44;0,580334510574602;1,09499028008253;-0,690905205477129
0,285778040749403;14,2889020374701;0,51;0,568603211671465;1,08490840749422;-0,6896376395017
0,295274750475055;14,7637375237528;0,46;0,563303450271145;1,06940900375208;-0,610602258873717
0,305236715485754;15,2618357742877;0,48;0,585619938745399;1,05760773837537;-0,543044401645218
0,300522311485674;15,0261155742837;0,53;0,589137277867218;1,05478881320069;-0,466721187500435
0,296522715044;14,8261357522;0,48;0,624205344658032;1,04252774946361;-0,426600648184399
0,290081490140865;14,5040745070433;0,56;0,598931256260685;1,03899663925683;-0,412987596414472
0,303143690370017;15,1571845185008;0,4;0,562670397242112;1,03227353550479;-0,322936739389773
0,290001175820495;14,5000587910247;0,48;0,580947959513618;1,0280154586128;-0,364413150961545
0,295952126694899;14,7976063347449;0,45;0,559029616072437;1,03304854350285;-0,31057881700466
0,291484607377043;14,5742303688522;0,47;0,603924735038459;1,03346993201653;-0,352789873881435
0,2900837551553;14,504187757765;0,54;0,589038534486722;1,02249018034284;-0,211187714191172
0,294625701132069;14,7312850566034;0,42;0,553948891026248;1,02195698722598;-0,26268309509339
0,289636559099702;14,4818279549851;0,53;0,617245933522886;1,02340637019563;-0,235755594886914
0,292801259539181;14,640062976959;0,48;0,61722045232089;1,02147726204609;-0,167897255321005
0,289184985704841;14,4592492852421;0,55;0,629444080374074;1,02568573954739;-0,188129250764186
0,301752406839217;15,0876203419609;0,5;0,599445533858029;1,02074056885932;-0,232529506756599
0,293349370734558;14,6674685367279;0,56;0,628398882548712;1,02106237053221;-0,18374169375338
0,299058242722065;14,9529121361032;0,56;0,614179528474705;1,01910326790131;-0,196018356648826
0,286778877386077;14,3389438693039;0,58;0,600237901515788;1,01915600073015;-0,123998916151538
0,292489762930902;14,6244881465451;0,46;0,57938214674986;1,01502543269265;-0,18742267905651
0,297047646506977;14,8523823253488;0,45;0,580521638489365;1,01394281356901;-0,182829277218321
0,290629940318489;14,5314970159245;0,57;0,631825319010405;1,01369751634925;-0,139544617155064
0,297148064663586;14,8574032331793;0,5;0,604361690502397;1,01666114203124;-0,100660754535476
0,289244719618756;14,4622359809378;0,53;0,59035978838754;1,01470368476553;-0,0978734557724624
0,300468341337145;15,0234170668572;0,49;0,627652690670776;1,01433698770431;-0,145483705708721
0,288029543564105;14,4014771782053;0,6;0,617375884021404;1,01481168143597;-0,111411661677318
0,288619259479588;14,4309629739794;0,5;0,601107631487953;1,01285901598414;-0,1389251635832
0,298598174908519;14,9299087454259;0,47;0,581693051172588;1,01172740287925;-0,151984071519142
0,290096280652974;14,5048140326487;0,48;0,594938891214298;1,01156627438589;-0,0518671415945995
0,294794449058927;14,7397224529463;0,49;0,580492858614652;1,01396914814259;-0,130707013459131
0,289773339874901;14,488666993745;0,59;0,633012373048371;1,01196080534144;-0,137272120524952
0,295116046285361;14,7558023142681;0,56;0,623812719179641;1,01168024070125;-0,100648046180841
0,293748252198748;14,6874126099374;0,51;0,597760559346972;1,00885123054635;-0,0892863233523333
0,299561174159424;14,9780587079712;0,46;0,610300353441436;1,00931015152012;-0,110265068389377
0,289419677999801;14,47098389999;0,52;0,591126813109573;1,00975877142334;-0,0750417944831075
0,290705997710977;14,5352998855488;0,58;0,643230925757378;1,00902290299;-0,0904102620615794
0,294193736097285;14,7096868048643;0,5;0,615394715722501;1,00811725385149;-0,0976802018875952
0,293887199210052;14,6943599605026;0,49;0,594755929944729;1,00971659673314;-0,131508933600527
0,29685016299943;14,8425081499715;0,56;0,609618097839405;1,0105774702778;-0,0372393129841647
0,306552970536816;15,3276485268408;0,45;0,580999585194613;1,00852082126218;-0,0586726879258396
0,293719900795966;14,6859950397983;0,55;0,633661575499395;1,00813227928797;-0,119733909046088
0,293145878252961;14,657293912648;0,47;0,575973289755769;1,0094358377247;-0,112375234877898
0,292058872917644;14,6029436458822;0,46;0,595277037144761;1,00763104654009;-0,0826914981657229
0,304343594964704;15,2171797482352;0,47;0,610595368312947;1,00858290305306;-0,0358411114729925
0,297125026609434;14,8562513304717;0,55;0,621890025427756;1,00869743229932;-0,0593386373461486
